treatment;ID;morphospecies;sindrome;ID_SEED;month;abundance;forest_fragment;seed_diameter;seed_length;;;;;;;;;;;;;;;
live_tree 30;742;Smilax sp;zoochooric;74;outubro;2;3;6.192;6.494;;;;;;;;;;;;;;;
live_tree 30;743;morfo 24;autochorous;48;outubro;1;3;4.786818182;5.332181818;;;;;;;;;;;;;;;
snag 01;744;Cecropia sp;zoochooric;11;novembro;1;1;1.008;1.616;;;;;;;;;;;;;;;
snag 01;745;Cecropia sp;zoochooric;11;dezembro;1;1;1.008;1.616;;;;;;;;;;;;;;;
snag 01;746;Cecropia sp;zoochooric;11;janeiro;100;1;1.008;1.616;;;;;;;;;;;;;;;
snag 01;747;Cecropia sp;zoochooric;11;fevereiro;2;1;1.008;1.616;;;;;;;;;;;;;;;
snag 01;748;Cecropia sp;zoochooric;11;março;5;1;1.008;1.616;;;;;;;;;;;;;;;
snag 01;749;Pera glabrata;zoochooric;8;dezembro;1;1;4.299;6.082;;;;;;;;;;;;;;;
snag 01;750;morfo 22;zoochooric;46;dezembro;2;1;3.22;6.77;;;;;;;;;;;;;;;
snag 01;751;Schinus terebinthifoliu Morfo 42;zoochooric;49;janeiro;2;1;3.696;3.161;;;;;;;;;;;;;;;
snag 01;752;Terminalia sp (combretaceae);anemochorous;83;março;1;1;2.886;4.967;;;;;;;;;;;;;;;
snag 01;753;Terminalia sp (combretaceae);anemochorous;83;abril;5;1;2.886;4.967;;;;;;;;;;;;;;;
snag 01;754;Terminalia sp (combretaceae);anemochorous;83;maio;3;1;2.886;4.967;;;;;;;;;;;;;;;
snag 01;755;morfo 60;zoochooric;93;junho;2;1;4.558;12.234;;;;;;;;;;;;;;;
snag 01;756;morfo 78;zoochooric;107;junho;1;1;3.415;4.778333333;;;;;;;;;;;;;;;
snag 01;757;morfo 3;zoochooric;17;setembro;4;1;1.908;2.945;;;;;;;;;;;;;;;
snag 01;758;Cecropia sp;zoochooric;11;outubro;1;1;1.008;1.616;;;;;;;;;;;;;;;
snag 02;759;asteraceae;anemochorous;5;dezembro;7;1;1.01;4.348;;;;;;;;;;;;;;;
snag 02;760;Cecropia sp;zoochooric;11;dezembro;22;1;1.008;1.616;;;;;;;;;;;;;;;
snag 02;761;Cecropia sp;zoochooric;11;março;2;1;1.008;1.616;;;;;;;;;;;;;;;
snag 02;762;Cecropia sp;zoochooric;11;abril;19;1;1.008;1.616;;;;;;;;;;;;;;;
snag 02;763;Pera glabrata;zoochooric;8;dezembro;1;1;4.299;6.082;;;;;;;;;;;;;;;
snag 02;764;Nectandra sp (Lauraceae);zoochooric;79;fevereiro;1;1;9.89;9.89;;;;;;;;;;;;;;;
snag 02;765;morfo 55;zoochooric;87;maio;1;1;2.071;2.349;;;;;;;;;;;;;;;
snag 02;766;morfo 55;zoochooric;87;junho;1;1;2.071;2.349;;;;;;;;;;;;;;;
snag 02;767;Schinus terebinthifoliu Morfo 42;zoochooric;49;junho;1;1;3.696;3.161;;;;;;;;;;;;;;;
snag 03;768;Cecropia sp;zoochooric;11;novembro;8;1;1.008;1.616;;;;;;;;;;;;;;;
snag 03;769;Cecropia sp;zoochooric;11;dezembro;3;1;1.008;1.616;;;;;;;;;;;;;;;
snag 03;770;Cecropia sp;zoochooric;11;janeiro;18;1;1.008;1.616;;;;;;;;;;;;;;;
snag 03;771;Cecropia sp;zoochooric;11;fevereiro;2;1;1.008;1.616;;;;;;;;;;;;;;;
snag 03;772;morfo 9;anemochorous;26;novembro;2;1;3.39;4.165;;;;;;;;;;;;;;;
snag 03;773;asteraceae;anemochorous;5;janeiro;1;1;1.01;4.348;;;;;;;;;;;;;;;
snag 03;774;asteraceae;anemochorous;5;novembro;3;1;1.01;4.348;;;;;;;;;;;;;;;
snag 03;775;morfo 41;autochorous;67;janeiro;1;1;4.19;6.22;;;;;;;;;;;;;;;
snag 03;776;Terminalia sp (combretaceae);anemochorous;83;abril;9;1;2.886;4.967;;;;;;;;;;;;;;;
snag 03;777;morfo 1;zoochooric;13;junho;1;1;4.360909091;7.9;;;;;;;;;;;;;;;
snag 03;778;Cecropia sp;zoochooric;11;outubro;14;1;1.008;1.616;;;;;;;;;;;;;;;
snag 04;779;Cecropia sp;zoochooric;11;dezembro;2;1;1.008;1.616;;;;;;;;;;;;;;;
snag 04;780;Cecropia sp;zoochooric;11;janeiro;700;1;1.008;1.616;;;;;;;;;;;;;;;
snag 05;781;Cecropia sp;zoochooric;11;fevereiro;1;1;1.008;1.616;;;;;;;;;;;;;;;
snag 05;782;morfo 48;zoochooric;77;abril;1;1;2.489;3.754;;;;;;;;;;;;;;;
snag 05;783;morfo 3;zoochooric;17;abril;1;1;1.908;2.945;;;;;;;;;;;;;;;
snag 05;784;morfo 67;zoochooric;106;junho;1;1;4;4.65;;;;;;;;;;;;;;;
snag 05;785;Schinus terebinthifoliu Morfo 42;zoochooric;49;junho;2;1;3.696;3.161;;;;;;;;;;;;;;;
snag 05;786;morfo 55;zoochooric;87;junho;1;1;2.071;2.349;;;;;;;;;;;;;;;
snag 05;787;asteraceae;anemochorous;5;junho;1;1;1.01;4.348;;;;;;;;;;;;;;;
snag 05;788;apocynaceae;anemochorous;21;julho;1;1;1.66;11.21;;;;;;;;;;;;;;;
snag 05;789;morfo 3;zoochooric;17;setembro;1;1;1.908;2.945;;;;;;;;;;;;;;;
snag 05;790;apocynaceae;anemochorous;21;outubro;1;1;1.66;11.21;;;;;;;;;;;;;;;
snag 06;791;Cecropia sp;zoochooric;11;dezembro;18;1;1.008;1.616;;;;;;;;;;;;;;;
snag 06;792;Cecropia sp;zoochooric;11;abril;6;1;1.008;1.616;;;;;;;;;;;;;;;
snag 06;793;morfo 4;anemochorous;20;fevereiro;1;1;4.625;7.3;;;;;;;;;;;;;;;
snag 06;794;Pera glabrata;zoochooric;8;março;2;1;4.299;6.082;;;;;;;;;;;;;;;
snag 06;795;Lantana camara (morfo 13);zoochooric;32;março;2;1;2.752;3.936;;;;;;;;;;;;;;;
snag 06;796;morfo 36;zoochooric;62;março;1;1;2.486;5.815;;;;;;;;;;;;;;;
snag 06;797;Smilax sp;zoochooric;74;outubro;3;1;6.192;6.494;;;;;;;;;;;;;;;
snag 07;798;Cecropia sp;zoochooric;11;novembro;1;1;1.008;1.616;;;;;;;;;;;;;;;
snag 07;799;Cecropia sp;zoochooric;11;abril;5;1;1.008;1.616;;;;;;;;;;;;;;;
snag 07;800;morfo 22;zoochooric;46;junho;1;1;3.22;6.77;;;;;;;;;;;;;;;
snag 07;801;morfo 33;zoochooric;59;agosto;1;1;1.884;1.989;;;;;;;;;;;;;;;
snag 07;802;morfo 48;zoochooric;48;agosto;1;1;2.489;3.754;;;;;;;;;;;;;;;
snag 08;803;morfo 4;anemochorous;20;novembro;2;1;4.625;7.3;;;;;;;;;;;;;;;
snag 08;804;asteraceae;anemochorous;5;novembro;12;1;1.01;4.348;;;;;;;;;;;;;;;
snag 08;805;asteraceae;anemochorous;5;maio;5;1;1.01;4.348;;;;;;;;;;;;;;;
snag 08;806;Pera glabrata;zoochooric;8;novembro;3;1;4.299;6.082;;;;;;;;;;;;;;;
snag 08;807;Cecropia sp;zoochooric;11;dezembro;133;1;1.008;1.616;;;;;;;;;;;;;;;
snag 08;808;Cecropia sp;zoochooric;11;janeiro;10;1;1.008;1.616;;;;;;;;;;;;;;;
snag 08;809;Cecropia sp;zoochooric;11;março;4;1;1.008;1.616;;;;;;;;;;;;;;;
snag 08;810;morfo 32;zoochooric;58;janeiro;1;1;8.39;7.73;;;;;;;;;;;;;;;
snag 08;811;morfo 24;autochorous;48;fevereiro;1;1;4.786818182;5.332181818;;;;;;;;;;;;;;;
snag 08;812;apocynaceae morfo 25;autochorous;48;abril;1;1;21.98;24.35666667;;;;;;;;;;;;;;;
snag 08;813;Araliaceae (Schefflera);zoochooric;35;fevereiro;1;1;3.458;4.769;;;;;;;;;;;;;;;
snag 08;814;morfo 49;anemochorous;78;maio;1;1;2.5025;3.365;;;;;;;;;;;;;;;
snag 08;815;morfo 3;zoochooric;17;setembro;2;1;1.908;2.945;;;;;;;;;;;;;;;
snag 08;816;Handroanthus (bignoniaceae);anemochorous;53;outubro;1;1;7.9;27.258;;;;;;;;;;;;;;;
snag 09;817;Tabebuia insignis (bignoniaceae;anemochorous;19;novembro;1;1;10.43125;17.16444444;;;;;;;;;;;;;;;
snag 09;818;Pera glabrata;zoochooric;8;novembro;1;1;4.299;6.082;;;;;;;;;;;;;;;
snag 09;819;asteraceae;anemochorous;5;novembro;1;1;1.01;4.348;;;;;;;;;;;;;;;
snag 09;820;Cecropia sp;zoochooric;8;janeiro;50;1;1.008;1.616;;;;;;;;;;;;;;;
snag 09;821;morfo 24;autochorous;48;março;1;1;4.786818182;5.332181818;;;;;;;;;;;;;;;
snag 09;822;Handroanthus (bignoniaceae);anemochorous;53;outubro;4;1;7.9;27.258;;;;;;;;;;;;;;;
snag 10;823;Pera glabrata;zoochooric;8;novembro;2;1;4.299;6.082;;;;;;;;;;;;;;;
snag 10;824;Cecropia sp;zoochooric;11;dezembro;6;1;1.008;1.616;;;;;;;;;;;;;;;
snag 10;825;Cecropia sp;zoochooric;11;março;2;1;1.008;1.616;;;;;;;;;;;;;;;
snag 10;826;Cecropia sp;zoochooric;11;junho;30;1;1.008;1.616;;;;;;;;;;;;;;;
snag 10;827;Cecropia sp;zoochooric;11;janeiro;842;1;1.008;1.616;;;;;;;;;;;;;;;
snag 10;828;Araliaceae (Schefflera);zoochooric;35;janeiro;1;1;3.458;4.769;;;;;;;;;;;;;;;
snag 10;829;morfo 49;anemochorous;78;maio;2;1;2.5025;3.365;;;;;;;;;;;;;;;
snag 10;830;asteraceae;anemochorous;5;maio;1;1;1.01;4.348;;;;;;;;;;;;;;;
snag 10;831;morfo 55;zoochooric;87;junho;2;1;2.071;2.349;;;;;;;;;;;;;;;
snag 10;832;Schinus terebinthifoliu Morfo 42;zoochooric;49;junho;15;1;3.696;3.161;;;;;;;;;;;;;;;
snag 11;833;morfo 3;zoochooric;17;novembro;8;2;1.908;2.945;;;;;;;;;;;;;;;
snag 11;834;morfo 3;zoochooric;17;abril;1;2;1.908;2.945;;;;;;;;;;;;;;;
snag 11;835;asteraceae;anemochorous;5;novembro;1;2;1.01;4.348;;;;;;;;;;;;;;;
snag 11;836;Cecropia sp;zoochooric;11;novembro;40;2;1.008;1.616;;;;;;;;;;;;;;;
snag 11;837;Cecropia sp;zoochooric;11;dezembro;268;2;1.008;1.616;;;;;;;;;;;;;;;
snag 11;838;Cecropia sp;zoochooric;11;janeiro;206;2;1.008;1.616;;;;;;;;;;;;;;;
snag 11;839;Cecropia sp;zoochooric;11;fevereiro;26;2;1.008;1.616;;;;;;;;;;;;;;;
snag 11;840;Cecropia sp;zoochooric;11;abril;2;2;1.008;1.616;;;;;;;;;;;;;;;
snag 11;841;Cecropia sp;zoochooric;11;junho;36;2;1.008;1.616;;;;;;;;;;;;;;;
snag 11;842;morfo 8;anemochorous;25;março;8;2;2.407;3.809;;;;;;;;;;;;;;;
snag 11;843;morfo 8;anemochorous;25;abril;3;2;2.407;3.809;;;;;;;;;;;;;;;
snag 11;844;Terminalia sp (combretaceae);anemochorous;83;março;1;2;2.886;4.967;;;;;;;;;;;;;;;
snag 11;845;morfo 55;zoochooric;87;maio;3;2;2.071;2.349;;;;;;;;;;;;;;;
snag 11;846;morfo 55;zoochooric;87;junho;2;2;2.071;2.349;;;;;;;;;;;;;;;
snag 11;847;Schinus terebinthifoliu Morfo 42;zoochooric;49;junho;15;2;3.696;3.161;;;;;;;;;;;;;;;
snag 11;848;morfo 36;zoochooric;62;julho;3;2;2.486;5.815;;;;;;;;;;;;;;;
snag 11;849;asteraceae;anemochorous;5;julho;1;2;1.01;4.348;;;;;;;;;;;;;;;
snag 11;850;morfo 5;zoochooric;22;agosto;1;2;5.934;7.99;;;;;;;;;;;;;;;
snag 11;851;morfo 3;zoochooric;17;setembro;17;2;1.908;2.945;;;;;;;;;;;;;;;
snag 11;852;morfo 3;zoochooric;17;outubro;2;2;1.908;2.945;;;;;;;;;;;;;;;
snag 11;853;Poaceae;anemochorous;14;outubro;1;2;2.15;3.449;;;;;;;;;;;;;;;
snag 12;854;Cecropia sp;zoochooric;11;novembro;121;2;1.008;1.616;;;;;;;;;;;;;;;
snag 12;855;Cecropia sp;zoochooric;11;dezembro;35;2;1.008;1.616;;;;;;;;;;;;;;;
snag 12;856;Cecropia sp;zoochooric;11;janeiro;62;2;1.008;1.616;;;;;;;;;;;;;;;
snag 12;857;Cecropia sp;zoochooric;11;março;1;2;1.008;1.616;;;;;;;;;;;;;;;
snag 12;858;Cecropia sp;zoochooric;11;junho;6;2;1.008;1.616;;;;;;;;;;;;;;;
snag 12;859;Poaceae;anemochorous;14;novembro;3;2;2.15;3.449;;;;;;;;;;;;;;;
snag 12;860;morfo 3;zoochooric;17;novembro;1;2;1.908;2.945;;;;;;;;;;;;;;;
snag 12;861;morfo 3;zoochooric;17;janeiro;3;2;1.908;2.945;;;;;;;;;;;;;;;
snag 12;862;morfo 3;zoochooric;17;junho;3;2;1.908;2.945;;;;;;;;;;;;;;;
snag 12;863;copaífera sp. morfo 2;zoochooric;15;novembro;1;2;11.2575;14.27;;;;;;;;;;;;;;;
snag 12;864;morfo 4;anemochorous;20;fevereiro;1;2;4.625;7.3;;;;;;;;;;;;;;;
snag 12;865;Araliaceae (Schefflera);zoochooric;35;fevereiro;1;2;3.458;4.769;;;;;;;;;;;;;;;
snag 12;866;Lantana camara (morfo 13);zoochooric;16;fevereiro;1;2;2.752;3.936;;;;;;;;;;;;;;;
snag 12;867;morfo 8;anemochorous;25;abril;2;2;2.407;3.809;;;;;;;;;;;;;;;
snag 12;868;morfo 55;zoochooric;87;maio;2;2;2.071;2.349;;;;;;;;;;;;;;;
snag 12;869;morfo 55;zoochooric;87;junho;2;2;2.071;2.349;;;;;;;;;;;;;;;
snag 12;870;Schinus terebinthifoliu Morfo 42;zoochooric;49;junho;2;2;3.696;3.161;;;;;;;;;;;;;;;
snag 12;871;Schinus terebinthifoliu Morfo 42;zoochooric;49;julho;1;2;3.696;3.161;;;;;;;;;;;;;;;
snag 12;872;asteraceae;anemochorous;5;agosto;4;2;1.01;4.348;;;;;;;;;;;;;;;
snag 12;873;asteraceae;anemochorous;5;setembro;12;3;1.01;4.348;;;;;;;;;;;;;;;
snag 12;874;Poaceae;anemochorous;14;setembro;1;3;2.15;3.449;;;;;;;;;;;;;;;
snag 12;875;Lantana camara (morfo 13);zoochooric;16;outubro;3;3;2.752;3.936;;;;;;;;;;;;;;;
snag 12;876;Cecropia sp;zoochooric;11;outubro;4;3;1.008;1.616;;;;;;;;;;;;;;;
snag 12;877;Poaceae;anemochorous;14;outubro;6;3;2.15;3.449;;;;;;;;;;;;;;;
snag 12;878;asteraceae;anemochorous;5;outubro;1;3;1.01;4.348;;;;;;;;;;;;;;;
snag 13;879;Lantana camara (morfo 13);zoochooric;16;novembro;1;2;2.752;3.936;;;;;;;;;;;;;;;
snag 13;880;morfo 26;anemochorous;50;dezembro;2;2;7.912;21.8;;;;;;;;;;;;;;;
snag 13;881;Cecropia sp;zoochooric;11;janeiro;1119;2;1.008;1.616;;;;;;;;;;;;;;;
snag 13;882;Cecropia sp;zoochooric;11;março;1;2;1.008;1.616;;;;;;;;;;;;;;;
snag 13;883;Cecropia sp;zoochooric;11;abril;1;2;1.008;1.616;;;;;;;;;;;;;;;
snag 13;884;morfo 8;anemochorous;25;fevereiro;18;2;2.407;3.809;;;;;;;;;;;;;;;
snag 13;885;Xylopia sp. morfo 40;zoochooric;66;março;1;2;5.60875;7.915;;;;;;;;;;;;;;;
snag 13;886;asteraceae;anemochorous;5;maio;1;2;1.01;4.348;;;;;;;;;;;;;;;
snag 13;887;morfo 55;zoochooric;87;junho;11;2;2.071;2.349;;;;;;;;;;;;;;;
snag 13;888;Schinus terebinthifoliu Morfo 42;zoochooric;49;junho;9;2;3.696;3.161;;;;;;;;;;;;;;;
snag 13;889;Cecropia sp;zoochooric;11;julho;7;2;1.008;1.616;;;;;;;;;;;;;;;
snag 13;890;Cecropia sp;zoochooric;11;outubro;489;2;1.008;1.616;;;;;;;;;;;;;;;
snag 13;891;morfo 26;anemochorous;50;outubro;2;2;7.912;21.8;;;;;;;;;;;;;;;
snag 13;892;asteraceae;anemochorous;5;outubro;1;2;1.01;4.348;;;;;;;;;;;;;;;
snag 14;893;Cecropia sp;zoochooric;11;novembro;6;2;1.008;1.616;;;;;;;;;;;;;;;
snag 14;894;Cecropia sp;zoochooric;11;dezembro;26;2;1.008;1.616;;;;;;;;;;;;;;;
snag 14;895;Cecropia sp;zoochooric;11;janeiro;306;2;1.008;1.616;;;;;;;;;;;;;;;
snag 14;896;Cecropia sp;zoochooric;11;fevereiro;204;2;1.008;1.616;;;;;;;;;;;;;;;
snag 14;897;asteraceae;anemochorous;5;novembro;2;2;1.01;4.348;;;;;;;;;;;;;;;
snag 14;898;morfo 3;zoochooric;17;novembro;6;2;1.908;2.945;;;;;;;;;;;;;;;
snag 14;899;morfo 3;zoochooric;17;junho;1;2;1.908;2.945;;;;;;;;;;;;;;;
snag 14;900;apocynaceae;anemochorous;21;dezembro;1;2;1.66;11.21;;;;;;;;;;;;;;;
snag 14;901;Araliaceae (Schefflera);zoochooric;35;janeiro;2;2;3.458;4.769;;;;;;;;;;;;;;;
snag 14;902;Araliaceae (Schefflera);zoochooric;35;março;3;2;3.458;4.769;;;;;;;;;;;;;;;
snag 14;903;morfo 8;anemochorous;25;março;6;2;2.407;3.809;;;;;;;;;;;;;;;
snag 14;904;morfo 8;anemochorous;25;abril;6;2;2.407;3.809;;;;;;;;;;;;;;;
snag 14;905;morfo 8;anemochorous;25;maio;2;2;2.407;3.809;;;;;;;;;;;;;;;
snag 14;906;morfo 55;zoochooric;87;maio;5;2;2.071;2.349;;;;;;;;;;;;;;;
snag 14;907;morfo 55;zoochooric;87;junho;16;2;2.071;2.349;;;;;;;;;;;;;;;
snag 14;908;Euterpe edulis;zoochooric;110;junho;1;2;11.205;10.115;;;;;;;;;;;;;;;
snag 14;909;Schinus terebinthifoliu Morfo 42;zoochooric;49;junho;7;2;3.696;3.161;;;;;;;;;;;;;;;
snag 14;910;morfo 8;anemochorous;25;julho;2;2;2.407;3.809;;;;;;;;;;;;;;;
snag 14;911;Morfo 3;zoochooric;17;julho;3;2;1.908;2.945;;;;;;;;;;;;;;;
snag 14;912;Schinus terebinthifoliu Morfo 42;zoochooric;49;julho;1;2;3.696;3.161;;;;;;;;;;;;;;;
snag 14;913;morfo 55;zoochooric;87;julho;1;2;2.071;2.349;;;;;;;;;;;;;;;
snag 14;914;Paulinia sp.;zoochooric;115;junho;1;2;5.84;7.164285714;;;;;;;;;;;;;;;
snag 14;915;morfo 5;zoochooric;22;agosto;1;2;5.934;7.99;;;;;;;;;;;;;;;
snag 14;916;morfo 3;zoochooric;17;agosto;2;2;1.908;2.945;;;;;;;;;;;;;;;
snag 14;917;morfo 3;zoochooric;17;setembro;10;2;1.908;2.945;;;;;;;;;;;;;;;
snag 14;918;morfo 3;zoochooric;17;outubro;2;2;1.908;2.945;;;;;;;;;;;;;;;
snag 14;919;Cecropia sp;zoochooric;11;outubro;23;2;1.008;1.616;;;;;;;;;;;;;;;
snag 14;920;Lantana camara (morfo 13);zoochooric;16;outubro;2;2;2.752;3.936;;;;;;;;;;;;;;;
snag 15;921;apocynaceae;anemochorous;21;novembro;1;2;1.66;11.21;;;;;;;;;;;;;;;
snag 15;922;Cecropia sp;zoochooric;11;janeiro;60;2;1.008;1.616;;;;;;;;;;;;;;;
snag 15;923;Cecropia sp;zoochooric;11;março;1;2;1.008;1.616;;;;;;;;;;;;;;;
snag 15;924;morfo 36;zoochooric;62;março;1;2;2.486;5.815;;;;;;;;;;;;;;;
snag 15;925;morfo 3;zoochooric;17;março;1;2;1.908;2.945;;;;;;;;;;;;;;;
snag 15;926;Schinus terebinthifoliu Morfo 42;zoochooric;49;junho;9;2;3.696;3.161;;;;;;;;;;;;;;;
snag 15;927;morfo 72;zoochooric;112;junho;1;2;4.776666667;4.773333333;;;;;;;;;;;;;;;
snag 15;928;apocynaceae;anemochorous;21;julho;1;2;1.66;11.21;;;;;;;;;;;;;;;
snag 15;929;morfo 72;zoochooric;112;julho;1;2;4.776666667;4.773333333;;;;;;;;;;;;;;;
snag 15;930;morfo 8;anemochorous;25;agosto;3;2;2.407;3.809;;;;;;;;;;;;;;;
snag 15;931;morfo 31;zoochooric;57;agosto;11;2;1.296;3.948;;;;;;;;;;;;;;;
snag 15;932;asteraceae;anemochorous;5;setembro;13;2;1.01;4.348;;;;;;;;;;;;;;;
snag 16;933;Cecropia sp;zoochooric;11;dezembro;1;2;1.008;1.616;;;;;;;;;;;;;;;
snag 16;934;Cecropia sp;zoochooric;11;janeiro;9;2;1.008;1.616;;;;;;;;;;;;;;;
snag 16;935;Cecropia sp;zoochooric;11;abril;4;2;1.008;1.616;;;;;;;;;;;;;;;
snag 16;936;asteraceae;anemochorous;5;abril;1;2;1.01;4.348;;;;;;;;;;;;;;;
snag 16;937;morfo 55;zoochooric;87;maio;3;2;2.071;2.349;;;;;;;;;;;;;;;
snag 16;938;morfo 55;zoochooric;87;junho;3;1;2.071;2.349;;;;;;;;;;;;;;;
snag 16;939;Schinus terebinthifoliu Morfo 42;zoochooric;49;junho;6;1;3.696;3.161;;;;;;;;;;;;;;;
snag 16;940;Lantana camara (morfo 13);zoochooric;16;junho;1;2;2.752;3.936;;;;;;;;;;;;;;;
snag 16;941;morfo 3;zoochooric;17;junho;1;2;1.908;2.945;;;;;;;;;;;;;;;
snag 16;942;morfo 72;zoochooric;112;junho;1;2;4.776666667;4.773333333;;;;;;;;;;;;;;;
snag 16;943;asteraceae;anemochorous;5;julho;11;2;1.01;4.348;;;;;;;;;;;;;;;
snag 16;944;morfo 74;zoochooric;114;julho;1;2;5.685;5.225;;;;;;;;;;;;;;;
snag 16;945;morfo 74;zoochooric;114;agosto;1;2;5.685;5.225;;;;;;;;;;;;;;;
snag 16;946;morfo 8;anemochorous;25;outubro;2;2;2.407;3.809;;;;;;;;;;;;;;;
snag 17;947;morfo 5;zoochooric;22;novembro;1;2;5.934;7.99;;;;;;;;;;;;;;;
snag 17;948;asteraceae;anemochorous;5;novembro;1;2;1.01;4.348;;;;;;;;;;;;;;;
snag 17;949;asteraceae;anemochorous;5;dezembro;1;2;1.01;4.348;;;;;;;;;;;;;;;
snag 17;950;asteraceae;anemochorous;5;abril;1;2;1.01;4.348;;;;;;;;;;;;;;;
snag 17;951;apocynaceae;anemochorous;21;novembro;1;2;1.66;11.21;;;;;;;;;;;;;;;
snag 17;952;morfo 6;zoochooric;23;novembro;1;2;6.94;13.47;;;;;;;;;;;;;;;
snag 17;953;Cecropia sp;zoochooric;11;novembro;1;2;1.008;1.616;;;;;;;;;;;;;;;
snag 17;954;Cecropia sp;zoochooric;11;janeiro;2;2;1.008;1.616;;;;;;;;;;;;;;;
snag 17;955;Xylopia sp. morfo 40;zoochooric;66;fevereiro;2;2;5.60875;7.915;;;;;;;;;;;;;;;
snag 17;956;morfo 55;zoochooric;87;abril;17;2;2.071;2.349;;;;;;;;;;;;;;;
snag 17;957;morfo 55;zoochooric;87;maio;3;2;2.071;2.349;;;;;;;;;;;;;;;
snag 17;958;morfo 55;zoochooric;87;junho;5;2;2.071;2.349;;;;;;;;;;;;;;;
snag 17;959;bignoniaceae maior;anemochorous;98;maio;3;2;8.76;14.25;;;;;;;;;;;;;;;
snag 17;960;morfo 4;anemochorous;20;maio;1;2;4.625;7.3;;;;;;;;;;;;;;;
snag 17;961;Schinus terebinthifoliu Morfo 42;zoochooric;49;junho;3;2;3.696;3.161;;;;;;;;;;;;;;;
snag 17;962;Schinus terebinthifoliu Morfo 42;zoochooric;49;julho;1;2;3.696;3.161;;;;;;;;;;;;;;;
snag 17;963;morfo 5;zoochooric;22;agosto;1;2;5.934;7.99;;;;;;;;;;;;;;;
snag 17;964;asteraceae;anemochorous;5;agosto;1;2;1.01;4.348;;;;;;;;;;;;;;;
snag 17;965;morfo 3;zoochooric;17;setembro;1;2;1.908;2.945;;;;;;;;;;;;;;;
snag 18;966;asteraceae;anemochorous;5;novembro;1;2;1.01;4.348;;;;;;;;;;;;;;;
snag 18;967;Cecropia sp;zoochooric;11;novembro;41;2;1.008;1.616;;;;;;;;;;;;;;;
snag 18;968;Cecropia sp;zoochooric;11;fevereiro;3;2;1.008;1.616;;;;;;;;;;;;;;;
snag 18;969;Cecropia sp;zoochooric;11;março;2;2;1.008;1.616;;;;;;;;;;;;;;;
snag 18;970;Cecropia sp;zoochooric;11;junho;3;2;1.008;1.616;;;;;;;;;;;;;;;
snag 18;971;Lantana camara (morfo 13);zoochooric;32;fevereiro;2;2;2.752;3.936;;;;;;;;;;;;;;;
snag 18;972;morfo 3;zoochooric;17;fevereiro;1;2;1.908;2.945;;;;;;;;;;;;;;;
snag 18;973;morfo 3;zoochooric;17;junho;17;2;1.908;2.945;;;;;;;;;;;;;;;
snag 18;974;Handroanthus (bignoniaceae);anemochorous;53;março;5;2;7.9;27.258;;;;;;;;;;;;;;;
snag 18;975;asteraceae;anemochorous;5;março;1;2;1.01;4.348;;;;;;;;;;;;;;;
snag 18;976;morfo 55;zoochooric;87;março;1;2;2.071;2.349;;;;;;;;;;;;;;;
snag 18;977;morfo 55;zoochooric;87;maio;14;2;2.071;2.349;;;;;;;;;;;;;;;
snag 18;978;morfo 55;zoochooric;87;junho;1;2;2.071;2.349;;;;;;;;;;;;;;;
snag 18;979;morfo 35;zoochooric;61;maio;1;2;2.8125;6.4675;;;;;;;;;;;;;;;
snag 18;980;Schinus terebinthifoliu Morfo 42;zoochooric;49;maio;2;2;3.696;3.161;;;;;;;;;;;;;;;
snag 18;981;Schinus terebinthifoliu Morfo 42;zoochooric;49;junho;1;2;3.696;3.161;;;;;;;;;;;;;;;
snag 18;982;Cecropia sp;zoochooric;11;setembro;57;2;1.008;1.616;;;;;;;;;;;;;;;
snag 19;983;Cecropia sp;zoochooric;11;novembro;42;2;1.008;1.616;;;;;;;;;;;;;;;
snag 19;984;Cecropia sp;zoochooric;11;janeiro;29;2;1.008;1.616;;;;;;;;;;;;;;;
snag 19;985;Lantana camara (morfo 13);zoochooric;32;março;25;2;2.752;3.936;;;;;;;;;;;;;;;
snag 19;986;Brysonimia;zoochooric;86;março;1;2;5.597;4.799;;;;;;;;;;;;;;;
snag 19;987;asteraceae;anemochorous;5;março;1;2;1.01;4.348;;;;;;;;;;;;;;;
snag 19;988;Schinus terebinthifoliu Morfo 42;zoochooric;49;julho;3;2;3.696;3.161;;;;;;;;;;;;;;;
snag 19;989;Lantana camara (morfo 13);zoochooric;32;setembro;1;2;2.752;3.936;;;;;;;;;;;;;;;
snag 20;990;Poaceae;anemochorous;14;novembro;9;2;2.15;3.449;;;;;;;;;;;;;;;
snag 20;991;asteraceae;anemochorous;5;novembro;1;2;1.01;4.348;;;;;;;;;;;;;;;
snag 20;992;asteraceae;anemochorous;5;janeiro;8;2;1.01;4.348;;;;;;;;;;;;;;;
snag 20;993;asteraceae;anemochorous;5;fevereiro;1;2;1.01;4.348;;;;;;;;;;;;;;;
snag 20;994;Cecropia sp;zoochooric;11;novembro;56;2;1.008;1.616;;;;;;;;;;;;;;;
snag 20;995;Cecropia sp;zoochooric;11;dezembro;17;2;1.008;1.616;;;;;;;;;;;;;;;
snag 20;996;Cecropia sp;zoochooric;11;janeiro;134;2;1.008;1.616;;;;;;;;;;;;;;;
snag 20;997;Cecropia sp;zoochooric;11;fevereiro;6;2;1.008;1.616;;;;;;;;;;;;;;;
